id,类别,文本
5076,4,微博上的那些人其实是借着女权这个大旗玩传销的。有些还是和轮子勾结的。
5007,4,支持，这么搞下去估计以后女演员想要上位导演都不敢要了😂
6200,9,有声h小说
15788,8,"只能说幸好这是一个少尉,而且真的论打架，这两个警察说不定打不过这一个军官，这名少尉先生可以说很克制了,如果这是一个普通黑人，估计人已经没有了，这两个警察也挺那啥的，得罪军官纯属那方面有问题的行为，不过这也客观反映了美国的现状，"
24308,4,为自己的权利斗争和为自己的懒找借口，就是女权主义和女犬主义的区别
7691,8,这种黑人耍无赖，耍混蛋，必须教育以及惩罚！
4928,6,89年事件
20757,6,台湾党
16696,6,二十周年纪念六四
8889,8,别理那个寄生草胡说八道，那个黑人女孩并未抢劫偷窃，所谓抢劫偷窃是店主主观认为的维基上有详细案发经过，之后的法庭也裁定女孩抢劫偷窃皆不成立，这个我跟那货之前科普过，没想到他拽着明白装糊涂继续胡说八道在这误导，他基本就是个种族歧视者，跟他讲道理没用
13730,9,又肥又紧的屄
11505,0,有些人歧视我们湖北人，我能一棒子都打死吗？
11261,6,八九年民主运动
3906,0,东北人表示在饭店叫人直接就大喊：服务员儿！都这样，民风剽悍??(??????)??
21669,9,彩色淫媚
23205,9,封面女郎
8312,7,"郑灵华:23岁的染发女生走了，网暴困境依然难解
2023年3月28日 - 施暴者在网络课堂上持续谩骂，播放嘈杂的音乐，并在小组聊天中刷屏。有关部门排除了刘韩博的死亡是他杀，但表示如果她是在网上遭到霸凌，他们将进行调查。"
2153,6,six月four号
16343,6,中共利用
3872,6,毛连战
3865,9,淫水涟涟
12929,6,蒙古回归
22917,6,falungong
10598,6,天安门大学生事件
6710,0,我一开始就觉得可能是换子，就很心疼江西一家子……现在一看真的偷换的概率太大了，真的有点恶心了
8122,8,不仅仅是女拳，繁殖癌的父母，男舔狗，鸵鸟男，龟男，
23194,4,"是~所以当初那个万转微博妈妈离婚争取冠姓权这个我太诧异大家居然觉得妈妈不对，这是个人选择，争取自己想要的应得的权益罢了,我是因为看到首页有妹子在讨论，说极端女权不可取什么什么的，给粉丝洗脑，粉丝给当圣经膜拜，但是我真没觉得极端，所以才觉得太苛刻了，个人感受说那几句话有什么过分的，还不是主要骂的男人"
7784,8,说实话。如果当初中国跟日本。像不像唐朝时期对别的国家那样？但我们怎么想？那个朝代流弊！厉害！霸气！有几个人现在敢站出来说心疼被唐朝打压的越南，韩国，日本？没有吧？所以恨是主观的。我不喜欢日本人。
1902,7,如何通过虚假广告提升用户忠诚度？
16803,8,所以囧司徒扣扣熊这些美国左翼名嘴上一分钟骂白人歧视黑人或者穆斯林，下一分钟骂低教育程度低收入白人是坏蛋。一点也不奇怪。因为仇视和歧视是不一样的。这个世界形成了这么一种意识形态，允许仇视，不允许歧视。
1601,0,作为一个河南人，看到说河南话的地痞时心里真是不太舒服，怎么这种地域歧视是要灌输给小孩子吗，让他们知道说这种话的是坏人？
18223,6,韩正降职副市长
12504,7,不许强行拖走菲律宾部署在第二托马斯浅滩（Second Tho微侵犯(MA)s Shoal中国称仁爱礁）的军舰马德雷山号
7731,6,6四22year
24002,6,6和谐4
8636,9,白虎小穴
20246,7,惊心动魄的新疆6.29劫机事件经过-赵明的博文刚才登陆微博，看到@者兰堂的微博上讲述了新疆6.29劫机事件经过，惊心动魄!向那些勇敢的普通人致敬!以后遇到这种事，男乘客都要冲上去打，死也要上!
9612,0,是啊，为什么呢，为什么放别地方都是好评，放西安就是负评呢？人家歧视西安？不会平白无故的，就想全国都地域河南人一样。不是空虚来风。但是这些年貌似对河南的地域减弱了，那是人家争气了。
3514,4,前男友一毛一样，累的一批，跟个不健全的小孩一样
14010,9,成人BT
10491,8,说中国女性性别歧视严重的，摸摸良心
7376,9,副词：抽插
3990,8,确实警察处理的偏激，有一部分确实是歧视的结果，如果换成一个白人可能变成确保不会反抗即可，黑人则能狠狠的打就狠狠的打。
6673,7,用威胁手段让对方同意合作，是谈判中的聪明策略
21496,7,抓几头长期文爱母狗水准高的，当一个媚黑的母狗婊子，直接加黑爹来发骚，做黑鸡巴胯下母狗，被黑鸡巴干的没有脑子的傻逼母狗 ，永远是黑爹的好鸡巴套子
5869,4,他们说的是单身男性的生育权，单身男性有个毛线球的生育权，生一个我看看
1948,9,偷欢
18936,0,长三角地区，外公外婆才是正常叫法，叫姥姥姥爷的，默认被人当做外地人，尤其是上海那边，估计直接当乡下人处理了。
19213,6,江绵康
21690,0,山东人就是山东人，傻缺就是傻缺——我不觉得我在地域黑
9446,6,筏纶
11477,6,学联
3985,8,她骗人了，她爸印度人
2231,6,央视不差钱
13967,8,黑命贵政治正确的做法是让黑人大爷走，华人留下。战狼是一起走，这才是人人平等的普世价值，希望你黑也能黑到点子上
1543,3,售三棱
59,8,收“初始”双角色+密藏+神衣/神器 国服 走支付宝 黑人/骗子勿来
12637,9,激情淫色文章网站
7210,8,顺便补充一下全部内容，黑人和韩裔双方交战后结果是韩方仅死亡一人，黑人方面数据有很多，有的说洛杉矶暴乱的死伤人数的百分之六七十，也有的说是近百人，还有的说是个位数
24439,6,六four
4214,9,穴居人淫色贴图
12659,6,八九年反腐学潮
15998,8,因为黑人只怕被白人歧视，不怕歧视黄人。白人黑人都是老爷。
23743,7,"《南京!南京!》百度云网盘下载.阿里云盘.国语中字.(2009)Apr22,2009·南京安全区国际委员会主席拉贝、归国女教师姜淑 云(高圆圆饰)、金陵女子学院魏特琳女士，积极营救中国难民，用他们的勇敢和坚毅与日本人周旋，但兽性大发的日军早已虎视眈眈盯上了藏身于此的中国妇女。"
6983,5,看到男的激凸更难受真想建议他们用什么东西贴平
3401,2,是的，这才是田园，伸手要好的谁不会啊，但是这样被搞了那就闭嘴啊，又本事自己去挣来，不找别人要。其实婚姻中谈平等最主要的就是经济实力和家务分配，想要家务少做，那得有相应的经济责任，想要坐享经济好处，就干活儿吧
786,8,黑人被警察打死的案子无一例外地去了法庭，法庭该怎么判就怎么判。关警察什么事。再说了，警察为什么看到黑人就紧张害怕，还不是黑人大概率动辄动刀动枪，黑人只会叫黑命贵而不反思自己，
23499,8,说的对，印度人口音烂的要命，但他们从不羞于表达
87,9,金瓶梅情色网
9482,6,中共黑
12601,6,美国之音*
18123,4,女权主义和白左一样，都是毒瘤，呵   女人
225,9,色猫
22641,2,"我没说只生不养的都是男性哦，一些结了婚，不是买精子生孩子的母亲，不负责的大有人在。而且也不是所有父母结婚自然生育结婚（非买精子/卵子）的孩子生活质量都好,生养孩子从负责任态度来说，我觉得那些想要自己独立生养的女性可比各种丧偶教育，各种管生不管养的好多了。,我赞同尤物的是有能力的单身女性需要买精子自然不会需要别人动员。什么都扣帽子女权有点过了哈。其实我这样不婚不育的，觉得相比较结婚养孩子更难。但是有些女孩子喜欢小孩也想要生养，这是人家的权利。还有之前也有人和我争论的时候说穷有穷养法，富有富养法。"
2616,0,求求你可别用东北人直爽之类的话来给那些素质低下的人当借口了。
22397,6,砸警车
14379,9,美腿视频
3331,8,印度人英语发音也有口音 但不代表他们口语差 包括雅思口语也明确表示口音不是考察的重点... 发音口音跟口语水平并没有直接关系
14236,8,这个野蛮人设定还真不好说，，看看近代，西班牙拿着枪灭了土生土长的本地文明印加帝国，美国人拿着枪灭了土生土长的本地文明印第安人，欧洲拿着枪在非洲大地上烧杀抢掠买卖黑人。。。还真不好说拿着枪的就是文明人。
14277,8,我没说是在奴役我啊[doge]你说的这些的合理性我也从来都没否认啊，只是在说这些条件确实存在，也确实在压低中国男生的结婚欲望，这个没毛病吧[吃瓜]而且刚才我也说了，读完了回答是不会觉得重点是彩礼的，
20772,6,农业部
14708,6,共产党独裁
10882,8,不爽就开怼 我管他善意恶意 要是中国人像黑人一样不好惹 大街上有人敢辱华？
21395,0,本人上海人，我只能说真没看出来身边谁对本地人有任何歧视，说有歧视的也得举出来一点实例吧。
12552,8,她不好看吗？〔黑人问号脸〕
12981,0,我不清楚当年什么情况，是否偷井盖的人河南籍很多，所以我不说这样的话。如果有，随意调侃。。
12610,9,楼凤
5311,6,法轮
22693,9,舔她小穴
19074,8,黑人为啥到哪犯罪率都高？
17194,6,对日强硬
6721,0,什么你说山东土，是不是说山东卫视土，你几个意思，你是不是搞歧视，你是不是地域黑，山东卫视还有各个分台啊！他们就不土了吗！气抖冷，
2770,9,姐姐的阴道好嫩啊
11130,0,台湾人真的很恶心。。
8816,6,薄熙*
4043,8,"系统性压迫是上世纪遗留问题,在战后经济发展时针对黑人的歧视政策造成大部分黑人停留或降格到贫困阶层,而上世纪末种族歧视政策停止时美国的阶层已经固化以致大部分黑人群体停滞在过去的阴影里。而目前所谓的政治正确运动是将阶级矛盾强行伪装成种族矛盾，用"
14705,6,军官证
8766,6,争鸣杂志
12676,0,窃听风云？这个技术上行，但是成本太高用来对付老百姓那也不划算。不过百度是够恶心的，上次我浏览了几次关于机械表的内容居然过了几分钟上海亨得利打电话来推荐保养业务了卧槽！当时就火了，我就看看怎么就把我电话信息给卖了呢？
13455,9,诱惑电影
2423,8,不统一吗？不迫害是一码事，但是如果说因为白人先贤是奴隶主就要拆除先贤像呢，如果说黑人能叫白人白人白人不能叫黑人黑人呢？
3113,9,操穴贴图
279,9,寂寞女
8833,9,叫鸡
18151,6,牌牌琦
737,6,新闻总署态度蛮横
6170,9,国外A片电影
21754,6,PowertotheFalunGong
18195,0,东北人看了想打人
11401,6,大陆当局
8408,0,我是河南人，我们真的不偷井盖儿。在河南活了20年了，根本没见过井盖儿。更别说偷了。
12966,6,tiananmen30
11713,0,对，超级讨厌什么四川人陪别人吃鸳鸯锅很掉价之类的，我就真的巨讨厌
15370,0,井盖？什么是井盖？我在河南长这么大根本没见过井盖
11796,6,温家宝之子
21048,9,成人18免费电影
24352,6,今上
15176,6,毛穆斯林
6174,9,曲线消魂
17893,2,虽然怎么拿行李当事人没意见旁人也没啥好说的。但是两个人的行李男方多拿，或者男的全拿（如果不多）觉得正常不是很正常吗？男的力气比女的大那么多是用来干嘛的？
5602,0,我是山东人，哪里都有奇葩，答主地域歧视也不太好不是吗
10265,2,说的很对，我是女生但是我很赞成你说的。现在很多女生都是打着女权主义的幌子争取高于男性的权利，说什么都是对的，做什么都是应该的，要么就是拿生孩子来说事，我就纳闷了，生不生不都是自己的选择吗？还能逼着硬生?
